Mensaje,Fecha
TE AMO MI AMOOOOR ,2/9/2024
:)tqm,2/9/2024
Ya hazme caso ,2/7/2024
Mi escolta favorita ⁠♡⁠,2/9/2024
Te amo mucho mi vida 💗,2/1/2024
Gracias por tu amistad ,2/2/2024
Te amo  Todo cambio/ Camila ,2/8/2024
Siempre tuya - Pulgita <3,2/9/2024
Tqm añahi,1/25/2024
Tqmmmm feliz san valentin<3,1/30/2024
Para mi mejor putiamiga,2/8/2024
Para mi querida amiga ,2/7/2024
Mi Julii te amoadoro mi dupla💗,1/31/2024
Mi Isaa te amoooo :),2/5/2024
Espero y te guste mi reina,1/28/2024
Love u mejor amigoooo,2/5/2024
Te amoo,2/4/2024
Att: V <3,1/31/2024
Te quiero mucho mi niña linda ,1/31/2024
Tqm sp,2/5/2024
Te amo mucho gatito <3,2/9/2024
Necesitamos mas chisme jsjsjs,2/4/2024
Todo tonsupa negra ,2/6/2024
Te amo mucho mi amor ,1/29/2024
Gracias por ser la mejor ❤️,2/2/2024
Tqm Emi <3,2/6/2024
Guapa <3,2/9/2024
Mi isacsote una for para otra ,1/29/2024
Perro salchicha gordo bachicha,2/7/2024
Te amo mucho mi princesa :),2/6/2024
Holi gay espero el mio,1/29/2024
hueles a moco,2/7/2024
Ya deja de serme infiel ctm,2/9/2024
Para el mejor tennista ,2/1/2024
te quiero mucho mi brosteeerr ,2/4/2024
Se te quiere,1/30/2024
❤️❤️ ,2/7/2024
Espero te guste🥹go..,2/9/2024
Feliz San Valentín amor Te amo,2/9/2024
tqm con todo mi corazón <3,2/5/2024
guambra de ojos cafes te amo,2/6/2024
Te amoooo ,2/2/2024
Te quiero <3,1/29/2024
Tú bestie q tanto amas y adora,1/31/2024
Toma una rosita de mi parte c:,2/2/2024
Por si tu novio no te da nada ,2/1/2024
OLA PAULITA TE AMO,2/6/2024
  Ponte porfis la pulsera ❤️,1/26/2024
te quiero mucho ari ,2/6/2024
Gracias por ser la mejor amix,2/8/2024
"Hola, te amo <3",2/9/2024
Siempre pienso en ti mi amor ❤️,1/30/2024
Te quiero negra 😘,2/8/2024
"Te amo con mi vida, cachetes ❤️",2/9/2024
Te amo ilunita de mi corazón,2/6/2024
La dome mas dome ,2/6/2024
Te quiero millones mi Marti <3,2/6/2024
Te amo 💓,2/2/2024
Feliz  san cumplentín :D,1/31/2024
I love u Arianila 💗,1/29/2024
Te amo Nico eres una hermosa😍💗,2/8/2024
Te amo bby,2/8/2024
"Te amo, att: cobjota",1/25/2024
Chocoñañi,2/9/2024
Te amo mijaaaa,2/2/2024
Te quiero un mundo -Ari,2/1/2024
mi niño pollas 💗 t adoro,2/5/2024
Te adoro Benjamin ,2/8/2024
Eres un gran Amigo :),2/9/2024
"Te quiero bot, espero te guste",2/1/2024
te amoo muak muak,2/8/2024
"Hermosa, te recuerda que teAmo",2/7/2024
TQM niña :),2/8/2024
Te amoooo 💕,2/9/2024
❤️,2/9/2024
Que lo bonito te SiGa!✨ DTB C:,2/9/2024
De tu MEJOR AMIGO JOSÉ,2/8/2024
Vale vale vale vale,1/30/2024
Gracias por tu amistad tkm <3,2/9/2024
te amo vickyy ♡︎,1/26/2024
Se la quiere mucho,2/8/2024
Q te guste y hola a mi hater,2/5/2024
TQM₊˚⊹♡,1/30/2024
Estras 😢 ,2/7/2024
❤️ Tu❤️admirador❤️secreto❤️,1/31/2024
T qro muchito negro,1/28/2024
a,2/6/2024
para mi valecita linda,2/2/2024
You're hot cupcake,2/1/2024
⭐️,2/4/2024
Feliz 14 de febrero tqmmm <3😻🫶,2/8/2024
disfruta tus gomitas noob ;),1/26/2024
"Teamo infinitamente, mi mujer💗",2/8/2024
Te amo demasiadoooooooo amor ,2/1/2024
"basta de patanes, att, negra<3",2/4/2024
Lo prometido es deuda  😘,2/3/2024
Te amo muchisimo mi niña<3,1/25/2024
Te amo 💗,2/5/2024
Tu sabrás ,2/7/2024
Tqm,2/3/2024
TQM :3 ,2/6/2024
Repartirás que no hay plata,1/25/2024
Feliz dia de la amistad,2/1/2024
TE AMOO CHIQUITA ,1/29/2024
Hola Dani Feliz San Valentín💗,2/4/2024
"Te amo mi niño, feliz día ❤️",2/6/2024
Eres importante para mi <3,2/8/2024
Te amo fridis,2/4/2024
Tqm Domee (hablemos +),1/29/2024
Espero te guste valensita,2/6/2024
Felii San Valentin Marta:),2/8/2024
Te amo mucho Sam ,2/3/2024
"Pidaña, vas a seguir así? :(",2/7/2024
te amo mejor amiga <3,2/5/2024
Te amo mucho!!,2/9/2024
"sóbrame una gomita, feliz día!",2/6/2024
TE AMOOO!,2/1/2024
Tamo Li <3,2/10/2024
te adoro David. ,2/6/2024
JapiValentine'sDayHandsomeBoy,1/28/2024
tqm <3,2/1/2024
Te amo mucho mi reina hermosa ,2/9/2024
"Eres una hermosa, besame 😍 ",2/2/2024
Feliz San Valentín❤️,2/6/2024
Feliz San Valentin niña <3,2/8/2024
te amo ,2/7/2024
Con mucho amor  tú novio ❤️,2/2/2024
Yo si te mandó las gomitas ,2/8/2024
Tamo ,1/30/2024
Te quiero muchísimo Nico bello,2/3/2024
me caes mal ,2/7/2024
Pa ti Dani linda ,1/28/2024
Te quiero mucho baby♡,2/4/2024
Te quiero mucho 💕,1/30/2024
T extraño muxo mi vida hermosa,1/30/2024
Feliz San Valentin,2/2/2024
Para el negro mas chevere ,2/7/2024
Te amo marti🩷,2/8/2024
Mua,1/25/2024
Gaby t amo mucho!!,2/9/2024
🩷🩷,1/29/2024
te quiero,2/5/2024
Eres una gran persona🥸,2/8/2024
Te quiero full darling💘,2/6/2024
Gracias x tu amistad <3 att: A,1/25/2024
Tamo mucho Michi,2/9/2024
Te amo amor de mi vida ,2/9/2024
Para la más negra de UIO ,2/8/2024
Siempre Espectadoreeees I❤youu,1/30/2024
Disfrutalo causa gaaa,2/1/2024
"Feliz Cumpleaños, teamo",2/8/2024
El Bruno es gay,2/5/2024
"Para el mas criticon, tqm ",2/5/2024
Tu bebesuki mayor 💗,2/6/2024
Feliz día mi Paulita ♡,1/25/2024
Las dos contra el mundo 💓💐,2/5/2024
tqmuuuchihcihcihichcihiito,2/6/2024
Te amoo,2/9/2024
Me da pena hablrte,1/31/2024
te quiero eres  muy linda,1/30/2024
Algún día te diré quién soy ,2/2/2024
Te amooo Mati no cambies,2/7/2024
Te amo <3,1/27/2024
Feliz San Valentín salo :),2/8/2024
Para que sigamos siendo amigos,1/26/2024
TE AMO MUCHOOO,2/1/2024
Para mí amige socie🥹,2/9/2024
<3 :),2/8/2024
De tu novia,2/5/2024
Tqm zorro,2/7/2024
Te re quiero mi amor  <3,2/6/2024
Te amo  amor de mi vida💗,2/3/2024
te amo atha hermosa 💖,2/8/2024
te amo :),1/26/2024
Que las disfrutes Tiffa ,2/7/2024
Rápido y furioso felii diaa,1/29/2024
Te quieroo,2/5/2024
Para el amor de mi vida tqm,2/9/2024
LA FOCA TE ENFOCA ,2/8/2024
Te amu pásatela súper ,2/7/2024
te quiero. como mi amiga ,2/7/2024
para q te olvides del A🫶,2/7/2024
Muakk,2/8/2024
t amoo,1/31/2024
Nao TQM gracias por todo💗,2/8/2024
"Gracias por todo, tú brilla <3",2/7/2024
Feliz san Valentín ñño ,2/4/2024
"Mi muchachito, disfruta❤️",1/29/2024
"Tqm💗, gracias por estar para m",2/9/2024
te amo demasiado ,2/6/2024
Gracias por todo <3 tqm,2/7/2024
Nadie me obligó a nada ಠ⁠﹏⁠ಠ,2/6/2024
feliz dia de la amistad tqm,1/26/2024
Necesito tu talla de anillo <3,2/9/2024
Te amo mi amorcito bello ❤️ ,2/7/2024
Chupaaaaa,1/30/2024
Mi niña hermosa teamo <3,2/2/2024
Te quiero samymy,1/26/2024
Feliz día de san Valentín ,2/2/2024
cuidate yo te quiero mucho 😿💗,2/1/2024
Que disfrutes tu regalo :D,2/5/2024
Te Amo Amigita Gracias 🙏 ,1/26/2024
tqm muchoooo pasa full lindo ,2/2/2024
Tqm Mariii eres una noob ,1/26/2024
Te amo con todo el corazon ,2/8/2024
Feliii San Valentin!,1/29/2024
Te amo mi vida ♡,2/6/2024
"Alfi, be my valentine?",2/7/2024
Para mi miniom fav <3,1/29/2024
TQM,1/28/2024
Tq frann,2/7/2024
te amo bb ,2/8/2024
Mi vida es mejor junto a ti ♥️,2/8/2024
Rataaaa,2/6/2024
para you♥,2/3/2024
t quiero mucho ,2/9/2024
Te amo Damian ,2/7/2024
"Disfruta tus rosas, las merece",2/1/2024
🙈,2/6/2024
<3,2/3/2024
te quiero muchisimo ,1/29/2024
Te amo mucho 👍🏿💋,2/5/2024
TQM GG,2/9/2024
Para la mejor cuasiabogada,2/8/2024
Para mi mona🤍,2/5/2024
T amo ,2/8/2024
Tqm pasala bien sarangula,2/1/2024
Te quieroo,2/7/2024
Conozcamonos,2/7/2024
Feliz San Valentin 🐶,2/7/2024
Feliz día Mi Amor <3 TE AMOO!,2/2/2024
Feliz San Valentin  preciosa !,2/7/2024
te amo hermanita ,2/8/2024
T amo tu ya sabes qn soy ,2/6/2024
Te quieroooo,2/6/2024
Te amo Nana,2/2/2024
Tú me haces feliz🫶🏻🧸,2/5/2024
Te quiero,2/9/2024
Te amo mi té de valeriana,1/29/2024
¯\_( ͡❛ ᴗ ͡❛)_/¯,2/8/2024
De un pequeño Minion😎👊,2/7/2024
Mua 💋💋,2/6/2024
Te amo rubia hermosa <3,1/29/2024
Te amo un mundo linda,1/25/2024
toma tu rosa ,2/9/2024
Feliz San Valentín ! :D,2/2/2024
"Feliz día linda, te adoro ♡♡ ",2/7/2024
Feli San Valentín 😼,2/1/2024
 muak t amo muxo rata ,2/7/2024
Te gusta? Es mi amor por ti,2/4/2024
Mashita te quiero mucho <3,2/5/2024
Te amo Juanda 🫶🏻,1/31/2024
Anónimo,2/10/2024
♡♡♡♡,2/5/2024
"Feliz San Valentín ADMV, te ad",2/6/2024
Feliz San Valentin ,2/9/2024
Pq te quiero mucho Lil Drain ,1/25/2024
Para que no te quejes,2/8/2024
feliz san valentín muñeca ,1/26/2024
Dayanara holi,1/24/2024
Tu futura novia que te ama ♥,2/6/2024
Felices 3 años Ani te quiero:),2/7/2024
Gracias por tu amistad nigga ,2/5/2024
Love U my little girl 💙✨,2/6/2024
Josué es Barbie en secreto ,2/6/2024
Para el trompitas ,2/7/2024
Mi herman perdida. 🐺🦔🐞 ,2/7/2024
"Te amo con todo de mi, mi amor",1/25/2024
"Te amo, feliz San Valentín! ❤️",2/5/2024
tqm ijbiñij,2/7/2024
falsa ,2/6/2024
Tqm enano 🫂,2/5/2024
Para el más hermoso ,1/29/2024
Te quiero gay 🫶🏻,2/5/2024
Te amo bonita❤️ FZ SV,2/8/2024
Te quiero peque pero tú ya no,1/29/2024
Para una de mis mejores amigas,2/2/2024
tqm<3,2/7/2024
Me debes chisme Erizo ,2/7/2024
Tqm enana ,2/5/2024
tkm,1/30/2024
Happyyy birthday 😊🖕,2/7/2024
Matías C.,2/7/2024
Gracias por tu amistad☺,2/7/2024
chico pn,2/8/2024
"Para ese niño especial, tqm",1/27/2024
Te casas conmigoo ??,2/3/2024
te amo mucho m.a.,2/4/2024
Feliz san Valentín salo :),2/9/2024
"Te quieroo full, eres la mejor",1/30/2024
Espero que te guste Cami☺️,2/6/2024
Disfrútalo mucho ,1/30/2024
Para q no estés triste sapo,1/27/2024
TQM ,2/6/2024
👀,2/9/2024
"Siempre quise mandar uno, tqm",2/4/2024
Te amo mi pedacito de cielo ,2/3/2024
Mendozitaa 🫶🏿🫶🏿,1/31/2024
Salito mi novia ,2/2/2024
TEEEE AMOOOOOOOOOO DEMASIADOO ,2/8/2024
 siempre serás mi amiguita<3,2/1/2024
Amar en secreto ,1/31/2024
Te amo mi love ,2/7/2024
 te voy a querer muchitooo,2/9/2024
Te quiero mucho lindo ,2/6/2024
Ya sabes quien soy. te quiero ,2/6/2024
ola te amo ,2/5/2024
Tamo amor de mi vida,2/2/2024
Tqm 💗,2/3/2024
feliz san valentin te quiero ,2/9/2024
Tqm nao linda ,2/3/2024
No pierdas :(,2/10/2024
Te amo miamor <3,2/7/2024
Del amor de tu vida ,1/26/2024
Para mi dopamina ,2/8/2024
Tq!!,2/5/2024
Conteste el wasa loviu ñaña,2/8/2024
Olvídala mejor olvídala ,2/6/2024
feliz san valentín amigocha🎀,2/8/2024
"Nunca te vayas, te amo ña ❤️",2/1/2024
queestesanvalentinlapasesbien,2/9/2024
Feliz día de la amistad ✿,2/6/2024
Mi gemela Anahi :),2/2/2024
t quiero mucho :),1/31/2024
Te amo <3,2/9/2024
Para mí queso a grito <3,2/8/2024
Hola mi amor dejale a tu nv,2/5/2024
Te amo con mi vida ,2/2/2024
No mereces menos <3,2/9/2024
Que lo disfrutes :) ,1/25/2024
Te amo mi Gaby eres una bonita,2/2/2024
tqm negra 🫶,2/7/2024
Para mi negra,2/7/2024
Te amo mucho <3,2/2/2024
Te quiero mucho mejor amigo ☺️,2/8/2024
Para la mas linda de todas <3,1/31/2024
Love u mmhuevo 😘 ,2/9/2024
Te amo muchsiissimo <3,2/6/2024
Venus se perdió del mapa unu,2/6/2024
"Eres un gran amigo, tqm <3.",1/29/2024
@06eaph ,2/8/2024
ig: _carolinaacr :p,2/9/2024
♡ ,2/1/2024
Te quiero prima hermosa <3,1/31/2024
Saludos desde el Liceo ,2/2/2024
te amo mierdosa<3,1/27/2024
Feliz SanVan tqm,2/7/2024
Pa mi amiga del chisme ,2/1/2024
Te amoo bro,2/2/2024
Tqm :),2/5/2024
pk eri el love de mi laif,2/7/2024
Tkm ,2/6/2024
te quiero mucho andresuqui ,2/1/2024
Te amo ❤️,1/30/2024
ab,2/2/2024
Mi Dios Griego Hermoso 😻 ,1/25/2024
Te amo amor 💘,2/2/2024
Feliz día Sammy,2/2/2024
feliz san valentin Bff tqm ,1/26/2024
Te extraño :(,2/1/2024
tqm muak,2/1/2024
Te quiero mucho <3,2/6/2024
Resentido.,2/7/2024
Para la chica mas linda ;),2/8/2024
Ven a verme y no me olvides :(,2/6/2024
Feliz san valentin pequena,2/2/2024
Te amo princesa ,1/31/2024
Haz pierna negra,2/6/2024
Espero que te guste. Te amoooo,2/6/2024
Ilusiona a medio colegio ,2/7/2024
cuando un remember ??,2/6/2024
Te quiero mucho Maribi ,2/9/2024
I love you :3,2/5/2024
Feliz Día se te aprecia,1/31/2024
Visca barca,2/5/2024
Feliz día de la amistad :3 ,2/7/2024
Te quiero mucho 🥰,2/9/2024
otra vez del mejor amigo ;),1/30/2024
TQM Kagami,2/8/2024
Se mi 14/02 siempre. Te amo.,1/29/2024
Ailoviu,2/1/2024
Muaa tqm,2/9/2024
Tqm Mi CharlyLover,2/7/2024
Tqm tilinasa eres mi real ,2/5/2024
Quisiera conocerte mas💕,2/8/2024
Te quiero mucho ñañito <3 ,2/8/2024
Agus feliz San Valentin!,2/8/2024
Para la dueña de cafune <3,2/7/2024
"Feliz 14 de febrero, te amo! ♡",2/6/2024
Te amo para siempre ,2/6/2024
Para ti mi amor muaa,1/26/2024
Para ti mi niño lindo:),1/29/2024
teamoteamoteamo,2/8/2024
Pa ti mi bro,2/7/2024
U know u're get out my mind ,1/29/2024
Te quiero enana ❤️,2/7/2024
Te quiero yelita ,2/1/2024
Tqm Aricita ,2/8/2024
cuidala,2/8/2024
Te quiero 💕 ,2/4/2024
De: 🐺  Para: 🕷 T.Q.M 💜,2/8/2024
Para mí hermana favorita ,2/4/2024
Feliz San Valentín tqm,2/10/2024
tq kiare gay,2/8/2024
Feliz San Valentín 🌹,2/8/2024
Que tu tristeza haga fus,2/1/2024
Perdón por no mandarte más 😞,2/1/2024
Te quiero Payasa <3,1/29/2024
:],2/7/2024
ya dile a la dany,2/9/2024
te amo mucho <3,2/7/2024
Volvamos a hablar ♥️ Att:JD,2/7/2024
te quiero hermana,2/8/2024
Me caes mal 🫢,2/7/2024
daddys home,1/30/2024
Te amoooo,2/7/2024
Te mereces una rosa mi chico💕,1/29/2024
Rompiendo el invicto x2,1/31/2024
Feliz San Valentin gei :),2/7/2024
tqm <3,2/5/2024
Te amo mucho 😍,2/10/2024
para mi mejor amigo,2/8/2024
Wo ai ni bonita ,1/26/2024
No imaginas cuanto te amoo <3,2/6/2024
<3,2/2/2024
"Feliz día, las amoo",2/1/2024
tamo mamita,2/5/2024
"La llevo en mi corazón,siempre",2/7/2024
Te amo negra ,2/10/2024
Si no me mandaste te quito :)),2/5/2024
LA EX Y LA ÚNICA.,2/8/2024
De tu negra fav♡,2/2/2024
Te quiero Myle ,2/7/2024
Te quiero<3,2/6/2024
Recuerda que te amo<3,2/2/2024
Guapoo,2/8/2024
"Feliz san Valentín, besitos 🤍",1/29/2024
te quiro muchoooo,2/1/2024
waos,2/5/2024
TQM ,2/1/2024
Para que comas un ratito TQM🙈,2/9/2024
Te amo mucho mi Pau,1/31/2024
Feliz Navidad y dia de reyes=P,2/7/2024
te quiero camilin ,1/30/2024
se te ama mucho mana,1/29/2024
Eres una muy buena compañera 😋,2/7/2024
Ya no tomes jaja,2/8/2024
te quiero mucho mi princesita ,2/9/2024
Tqm Vikona,1/26/2024
Te quiero mejor amiga 💜,2/5/2024
¡Feliz San Valentin! <3,2/2/2024
Te adoroooooo ,2/9/2024
Gracias por todo te quiero ,2/6/2024
feliz valentin :),2/4/2024
Para ti Bestie<3,2/9/2024
Un bombón para otro bombón ,1/29/2024
nunca dejes de brillarmi stefy,2/9/2024
Gracias por ser una buena amig,2/7/2024
Lindo💕,2/6/2024
eres especial para mí 🫶 te amo,1/30/2024
Feliz día mi vale c te quiere ,2/9/2024
Para mí mejor amiga ,2/4/2024
Te quiero mi pute 🫶🫶🫶,1/30/2024
Para el chico más lindo,2/7/2024
Besitos lindo  Feliz día<3,2/4/2024
Hola mily TQM ojala nos veamos,2/5/2024
eres my best friend te amo :3,2/8/2024
Perdon por todo lo que paso ,2/5/2024
Postee feliz dia <3 ,2/9/2024
Te quiero mucho amiguito :3,2/9/2024
Att: El amor de tu vida. #7 <3,2/8/2024
tqm mi selección,1/31/2024
Te amo con todo mi corazon,1/30/2024
Happy happy happy ,2/8/2024
Pilas el gym 🫵,2/9/2024
Te Quiero mucho Besti ,2/7/2024
Te amo perra ,2/5/2024
Tamo Negra ,2/6/2024
Te quiero Isa ♥️,1/27/2024
No seas un gay cachudo🫶,2/10/2024
Te amo negra ,2/5/2024
Te amo sapa<33333,1/31/2024
un detalle disfruta tq vro ,1/31/2024
Que tengas un muy bonito dia,2/6/2024
Tqm ♡,2/6/2024
"tqm sapo,me caes mal",2/6/2024
Tqm excremento de ave ,2/10/2024
Volvamos a intentarlo,1/26/2024
para la mejor amiga,2/8/2024
Cuy,2/6/2024
Te quiero mucho mi nusita 💘,2/7/2024
Le amo hasta las estrellas ,1/29/2024
Can I get a kiss,2/8/2024
 Te amo mi precioso,2/7/2024
Con mucho cariño ,1/31/2024
Fabiana Te quiero con mi vida,1/27/2024
TE AMO MI NIÑO HERMOSO <3,1/29/2024
Te amo 🫶,2/6/2024
Por la amistad 😹🫶🏻,2/2/2024
T amo Francisca muak,2/7/2024
TE QUIERO MUCHO MI VIDAAAA ,2/7/2024
Una flor para otra flor,2/6/2024
Para mi golosin T amo puyosito,2/7/2024
A la más guapa de noveno ❤,2/1/2024
<33,1/29/2024
Feliz Día mi vida te quiero ❤,2/4/2024
Para la más linda ❤️,2/8/2024
TQMMM primitaa,2/6/2024
💗feliz cumpleaños amikita,2/4/2024
Para el mejor amigo del mundo.,2/7/2024
Te amo novio hermoso❤️,2/8/2024
Te amo mucho eres el mejor ,2/9/2024
Dale la mitad a la isa,2/5/2024
Te quiero🫵🩷,2/6/2024
Att: tu amiguita del voley,2/7/2024
Happyyy,1/30/2024
Te amo negraa,2/6/2024
Pa la Tuquita Hermosa,2/1/2024
Espero y te guste ,2/8/2024
Una flor para otra flor uwu,2/9/2024
gracias x todo,1/26/2024
Déjame curar tu corazón ❤️,2/8/2024
Come pilin <3,2/3/2024
Te adoro,2/8/2024
Feliz san valentin ,2/6/2024
Toma niño 🤗,2/8/2024
Ya tu sabe muchacho 😎,2/9/2024
ya no somos amigos JAJAJA,2/8/2024
odi tqm ,2/5/2024
Pagado niño,2/1/2024
Tqm compañera de valo<3,2/9/2024
<33333333333333333333333333333,1/31/2024
volvamos a hablar dmnhss,2/9/2024
Pa tuuu porq te amuuu muchoooo,2/9/2024
Para el más sapo de 10mo A <𝟑,1/29/2024
HABLA MACETAA,2/7/2024
Te amoo ❤️💙🕸️,2/7/2024
"Te quiero mucho, mua",2/5/2024
Te amo negra <3,1/29/2024
Gracias por tu amistad Jhael ,1/30/2024
Te amo loca ,2/7/2024
Te quieroooooo:),2/7/2024
-A.R💓,2/8/2024
Mi volleybolista,2/8/2024
Sorpresa!! jaja ,2/2/2024
Para mi increible amiga tkm!:),2/7/2024
Cuñao tqm no lo dudes:),2/8/2024
feliz san valentin mi amor 💆🏻‍♀️,2/7/2024
De tu hermano par ti❤️,2/8/2024
Me encantas amorcito precioso!,2/6/2024
Siempre te voy a consentir ,1/25/2024
Te quieroooo <3,2/2/2024
Te amo mucho sabes <3 ,2/5/2024
Eres la mejor TE QUIERO MUCHO❤️,2/8/2024
Te amo rafamor,2/9/2024
"Holaaaa,tenemos q vernos. ",2/8/2024
Tqm 😘 pinche prostituta ,1/25/2024
Te amo principe❤️My Valentine's,2/9/2024
:),2/10/2024
Feliz día del Amor y la Amista,1/29/2024
te amo mucho mi Chinita <3,2/5/2024
Te amo Saraí ,2/6/2024
te amo,1/26/2024
Feliz San Valentín Lola ,2/9/2024
Feliz día bonita tqm ♡,2/7/2024
HBD estrellita ♡ tqm,2/5/2024
Te quieroo,2/6/2024
De parte de él amor de tu vida,2/9/2024
Tq Isa <3,2/10/2024
tqm,2/4/2024
 al chico de ojitos lindos <3,2/6/2024
Se te quiere rafita 🤍,2/6/2024
de nada prima ,2/6/2024
tqm gracias por tu amistad 🫶,2/7/2024
Yo quiero la parte blanca<3,2/8/2024
Tequiero crisirisi ,1/23/2024
para mi tiktoker fav  ♡ ,2/1/2024
Te quiero mucho Carlitaaa ♡,2/6/2024
Te quiero mucho enana ,1/31/2024
Te quiero amiga💗,1/31/2024
teamo ♥️,1/28/2024
Tqm Bro invitame a tu casa.,2/6/2024
Te aprecio mucho ,2/8/2024
"Se mi para ""siempre juntos""",2/5/2024
te amuuuuuuuuuuuuuuuuuuuuuuuuu,1/30/2024
Te amo S..,2/3/2024
uwu tamo,1/31/2024
Toma tu huevada ,2/9/2024
tamooo:),2/7/2024
Olvida al 22,2/7/2024
"Japi dia, graciasporsermiamix💞",2/5/2024
Un amigo es un tesoro...,2/8/2024
Tqqqq,2/5/2024
:3,2/8/2024
Eres la mejor amiga en el mund,2/5/2024
te amo gigiii,2/8/2024
"LaMejorSopa, tu pollo yo arroz",2/8/2024
Felíz Día mi Emi bonita,2/9/2024
Para mi corazón ❤️,2/6/2024
Feliz Valentin mi pelirrojaa 🩷,2/6/2024
disfruta tonota🤙,1/30/2024
tqm zoe fea,1/29/2024
TQM FELIZ SAN VALENTIN 🥰,2/9/2024
te quiero ,2/8/2024
Tefiititit ♡ ,2/8/2024
Te quiero loca ,2/7/2024
Nc si llegue a ser lo q buscas,2/5/2024
Tamo mi ivanca ,2/8/2024
Ya a nadarrrrrrrrrrrr,2/5/2024
lol(no mentira tmu mejie),2/6/2024
Gracias por todo chiki,2/9/2024
Que caro hp,1/30/2024
te quiero de gato que te guste,2/8/2024
Feliz San Valentín Wapa ,2/1/2024
T amo Aroi ,2/9/2024
Te emeee,1/29/2024
PARA EL AMOR DE MI VIDA TE AMo,2/8/2024
Que rico la anterior semana,2/8/2024
15 años tirados a la basura tq,1/30/2024
 te amo mi linda tigresita ,2/7/2024
"Te amo, feliz san Valentín ",1/26/2024
"QUE PASO MASTER, TODO CON AMOR",2/4/2024
tqm Arlettcita,2/8/2024
Me perdonas? Soy de la banda ,1/26/2024
Me gustas (no soy Marce L),2/7/2024
"Te quiero mucho, hay q vernos💕",1/25/2024
te amo minion,1/27/2024
Te amo mucho muak,2/8/2024
Te amo ♥️,2/5/2024
Mmm nomas pq te amo,2/2/2024
Cachetitos mordibles!,2/3/2024
te amo  feliz san valentín ,2/6/2024
"Te quiero, gracias por todo 🫶",2/8/2024
holas disfruta de la goma 🐥,2/5/2024
te amee muchote,2/5/2024
tu sabes quien somos R y T,2/9/2024
"Te amo corazón, te extraño <3 ",2/6/2024
"Te amou mejor amigoo,feliz día",2/9/2024
soy mejor que tu ex mi vida,2/6/2024
 Mejores pendejas desde 2018,2/7/2024
Gracias Por ayudarme Sol🫶,1/30/2024
Feliz san Valentín mi Rafiu 🫶,2/5/2024
eres super buena amiga tqm,2/6/2024
😝💗,2/5/2024
tu papa en volley te manda :),2/10/2024
Con mucho amor de tu chinito ,2/5/2024
Feliz día de la amistad ⁠✿⁠ ⁠,2/6/2024
Feliz navidad sobrina,2/8/2024
Te quiero mucho❣️,2/6/2024
Feliz San Valentín Marti ,2/9/2024
Teamomipuchaina :3,2/2/2024
De su gangozo,2/6/2024
tqm mai,1/26/2024
Con cariño para la dramatica<3,2/9/2024
Te amo ally <3 ,2/6/2024
<3,2/4/2024
Feliz día Vale ,2/3/2024
Love you ❤️,2/6/2024
¿Me perdonas por fis? :) ,2/7/2024
Con amor sisi,2/7/2024
Te quiero mejor amigo💞,2/8/2024
te amo micaela,2/5/2024
tqm tonto🤘🤘,2/7/2024
(∩˃o˂∩)♡ Te amo amiga ,2/1/2024
Te quiero mucho mi vida,2/5/2024
Solo quiero decirte que te amo,2/5/2024
"Hola pequitas, te amo ☀️",1/30/2024
de tu novia secreta,1/26/2024
AAAA TE AMOOO,1/27/2024
"Hola bola, espero te guste ",2/5/2024
Para la más linda 😻😻,1/25/2024
Feliz día,2/7/2024
Te amoo,1/25/2024
Amigooo,2/6/2024
Te amo mucho mi amor ❤️❤️,1/30/2024
Por verte sonreir < 3,2/7/2024
feliz san valentín 🫶🏻,1/30/2024
Feliz San Valentin bb!<3,2/7/2024
Cuando hacemos maldades ,2/2/2024
hola ,2/1/2024
Feliz amistakkkkkkkk Marksito,2/2/2024
Disfruta este dia tqq full 🦏,2/7/2024
Te quierooo 🫶🫶🫶,2/6/2024
TU - ali A.K.A  con mucho amor,2/9/2024
Eres mi mejor amiga. :),1/31/2024
Yo te enseño a jugar tqmm ,2/2/2024
Para mi basquetbolist fav 💕,2/7/2024
Te amo ,1/29/2024
tqm  te mereces mil flores,2/5/2024
Te amo Ramos hermosa ,2/9/2024
Te amo mucho Feru,2/4/2024
Feliz San Valentín Mome linda ,2/8/2024
Trakaaa,2/9/2024
Te quito Isasa ♥️,2/3/2024
Te amo 💗,2/7/2024
💗,1/29/2024
TRAKAAA te quiero beses bb,2/5/2024
Tqm Amiguito <3 ,2/5/2024
Ya ando chambeando,2/6/2024
Espero que la pases muy bonito,2/7/2024
Feliz diaa,2/9/2024
Feliz dia que disfrutes <3,1/28/2024
"FELIZ DÍA, TU PRIMA TQM.",2/9/2024
Para mi hermoso novio 😻😻,1/30/2024
a que hora sales por el pan?,2/9/2024
Nunca dejemos de ser bestis ,2/9/2024
Te quiero mucho mi Tamy,2/7/2024
Te quieroo mucho mi amorrr ,2/7/2024
eres mi zorra preferida ❤️,1/27/2024
Para tí Papayax ,2/9/2024
